,키,명칭,행정 시,행정 구,행정 동,전화번호,홈페이지주소,HTML사용여부,X 좌표,Y 좌표
217,BE_IW10-0733,金嘉?家址,首?特?市,?路?,社稷洞,,,Y ,126.9720433,37.5772317
218,BE_IW10-0734,京畿???址,首?特?市,?路?,?南洞,,,Y ,126.9669627,37.5673135
219,BE_IW10-0735,感古堂址,首?特?市,?路?,三?洞,,,Y ,126.9826151,37.5780462
220,BE_IW10-0736,（6.10?立万???）先唱?址,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9919031,37.5707132
221,BE_IW10-0737,中央?林,首?特?市,?路?,?化洞,,,Y ,127.0003884,37.5916677
222,BE_IW10-0738,?路YMCA,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.985291,37.5706082
223,BE_IW10-0739,惟心社,首?特?市,?路?,嘉?洞,,,Y ,126.9870006,37.5821604
224,BE_IW10-0740,?慄都元?家址,首?特?市,?路?,?南洞,,,Y ,126.9640074,37.5732095
225,BE_IW10-0741,?惠院?址,首?特?市,?路?,嘉?洞,,,Y ,126.9847615,37.578045
226,BE_IW10-0742,?水?址,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9906,37.5691
227,BE_IW10-0743,京市署址,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9890881,37.5705405
228,BE_IW10-0744,京城?道址,首?特?市,?路?,昌信1洞,,,Y ,127.0103711,37.570918
229,BE_IW10-0745,景慕?址,首?特?市,?路?,梨花洞,,,Y ,126.9990217,37.5773513
230,BE_IW10-0746,?洞??,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9861167,37.5715664
231,BE_IW10-0747,普信?前,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9835841,37.5698422
232,BE_IW10-0748,普?寺,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9811467,37.5738539
233,BE_IW10-0749,昌?宮八角七?石塔,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9950431,37.5805909
234,BE_IW10-0750,3.1精神歌?碑,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9895626,37.5705897
235,BE_IW10-0751,裙岩,首?特?市,?路?,毋岳洞,,,Y ,126.9580981,37.5760084
236,BE_IW10-0752,梅岩,首?特?市,?路?,毋岳洞,,,Y ,126.9580981,37.5760084
237,BE_IW10-0753,大?民?母??章碑,首?特?市,?路?,社稷洞,,,Y ,126.9655759,37.572297
238,BE_IW10-0754,咸??先生?碑,首?特?市,?路?,梨花洞,,,Y ,127.002437,37.5809403
239,BE_IW10-0755,首?大??迹?念碑,首?特?市,?路?,梨花洞,,,Y ,127.002437,37.5809403
241,BE_IW10-0757,??日?社?刊20周年?念碑,首?特?市,?路?,三?洞,,,Y ,126.9808095,37.5885407
242,BE_IW10-0758,下?碑,首?特?市,?路?,崇仁2洞,,,Y ,127.0183336,37.57298
243,BE_IW10-0759,仙岩,首?特?市,?路?,毋岳洞,,,Y ,126.956449,37.5793566
244,BE_IW10-0760,3.1?立浮雕板,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9895626,37.5705897
246,BE_IW10-0762,塔谷公?史迹碑,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9895626,37.5705897
251,BE_IW10-0005,?云公?,首?特?市,?路?,?云孝子洞,,,Y ,126.9672486,37.5905601
252,BE_IW10-0006,社稷近?公?,首?特?市,?路?,社稷洞,,,Y ,126.9681422,37.5767822
253,BE_IW10-0007,北岳天空之路,首?特?市,?路?,平?洞,,,Y ,126.9821995,37.6076042
254,BE_IW10-0008,?薇?梯,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.979262,37.5729289
255,BE_IW10-0009,?瓦台舍廊,首?特?市,?路?,?云孝子洞,02-723-0300, http://www.cwdsarangchae.kr,Y ,126.9732577,37.5826171
256,BE_IW10-0010,?山近?公?,首?特?市,?路?,梨花洞,,,Y ,127.004494,37.5838167
257,BE_IW10-0011,?人谷,首?特?市,?路?,?云孝子洞,,,Y ,126.9661694,37.5891677
258,BE_IW10-0012,【梨花洞】梨花壁?村,首?特?市,?路?,梨花洞,02-2148-5303~4,,Y ,127.0072115,37.5778598
259,BE_IW10-0013,?路大厦,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9838679,37.570451
260,BE_IW10-0014,木?最早?花?,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.979262,37.5729289
262,BE_IW10-0016,北岳八角亭,首?特?市,?路?,平?洞,,,Y ,126.9807535,37.6019212
263,BE_IW10-0017,三?公??岩,首?特?市,?路?,三?洞,,,Y ,126.9808095,37.5885407
264,BE_IW10-0018,【世宗路】光????,首?特?市,?路?,社稷洞,02-120,http://square.sisul.or.kr/index.jsp,Y ,126.9773352,37.5703945
266,BE_IW10-0020,三?洞【?影‘智?’（2005）】,首?特?市,?路?,嘉?洞,,http://www.sarangni.co.kr,Y ,126.9864295,37.5790692
267,BE_IW10-0021,蒸年?【SBS???‘?金新娘’（2007）】,首?特?市,?路?,?路1.2.3.4街洞,,http://www.jilsr.com ,Y ,126.9906319,37.5749057
268,BE_IW10-0022,昌德?【?影‘醉?仙’（2002）】,首?特?市,?路?,?路1.2.3.4街洞,,http://www.chihwaseon.com,Y ,126.9913206,37.5827758
269,BE_IW10-0023,[冬季?歌】?流??起源地，中央高中,首?特?市,?路?,嘉?洞,,http://www.kbs.co.kr/end_program/drama/winter/,Y ,126.9864633,37.5843579
270,BE_IW10-0024,???取景地?名的富人?平?洞,首?特?市,?路?,平?洞,,,Y ,126.9684778,37.6064054
271,BE_IW10-0025,光????【KBS???‘Iris’（2009）】,首?特?市,?路?,社稷洞,,,Y ,126.9773352,37.5703945
272,BE_IW10-0026,付岩洞【MBC???‘?助女王’（2009）】,首?特?市,?路?,付岩洞,,http://www.imbc.com/broad/tv/drama/wifequeen/ ,Y ,126.9640471,37.5924399
273,BE_IW10-0027,空?舍屋【SBS???‘?士的品格’(2012)],首?特?市,?路?,嘉?洞,,,Y ,126.9887515,37.5777066
274,BE_IW10-0028,??尼埃公?【SBS屋塔房王世子（2012）】,首?特?市,?路?,梨花洞,,http://tv.sbs.co.kr/okprince/ ,Y ,127.002437,37.5809403
275,BE_IW10-0642,雨???址,首?特?市,?路?,崇仁1洞,,,Y ,127.0154862,37.5792582
276,BE_IW10-0188,公平??中心,首?特?市,?路?,?路1.2.3.4街洞,02-733-9512,,Y ,126.9835909,37.571894
277,BE_IW10-0189,佛?美??,首?特?市,?路?,?路1.2.3.4街洞,02-739-2991,http://www.Buddha.co.kr,Y ,126.9827322,37.5741253
278,BE_IW10-0190,?湖美??,首?特?市,?路?,三?洞,02-02-720-5114,http://www.kumhomuseum.com,Y ,126.9798219,37.577477
279,BE_IW10-0191,多?城展示?,首?特?市,?路?,?路1.2.3.4街洞,"02-730-0310, 7566",http://www.daboseong.co.kr,Y ,126.9862771,37.5753081
280,BE_IW10-0192,?廊Lamer,首?特?市,?路?,?路1.2.3.4街洞,02-730-5454,http://www.gallerylamer.com/,Y ,126.9846413,37.5724798
281,BE_IW10-0193,?岸空?,首?特?市,?路?,平?洞,02-396-4805,http://www.altpool.org,Y ,126.9592181,37.6064155
282,BE_IW10-0194,??廊,首?特?市,?路?,?路1.2.3.4街洞,02-735-9938,http://www.gonggallery.com,Y ,126.9854287,37.5737939
283,BE_IW10-0195,?廊In,首?特?市,?路?,三?洞,02-732-4677~8,http://www.galleryihn.com,Y ,126.9804626,37.5817592
284,BE_IW10-0196,?雪?廊,首?特?市,?路?,三?洞,02-737-8830,http://www.icegallery.co.kr,Y ,126.9825512,37.5793438
285,BE_IW10-0197,??英?文化院,首?特?市,?路?,社稷洞,02-3702-0600,http://www.britishcouncil.or.kr,Y ,126.9722191,37.5697705
286,BE_IW10-0198,北村文化中心,首?特?市,?路?,嘉?洞,"02-3707-8388, 8270",http://bukchon.seoul.go.kr,Y ,126.9864295,37.5790692
287,BE_IW10-0199,??中?文化院,首?特?市,?路?,社稷洞,02-733-8307~9,http://www.cccseoul.org,Y ,126.9713733,37.5746207
288,BE_IW10-0200,日本公保文化院,首?特?市,?路?,?路1.2.3.4街洞,02-765-3011~3,http://www.kr.emb-japan.go.jp/cult/cul_guide_hist.htm,Y ,126.9866557,37.5768055
289,BE_IW10-0201,Yoo's Family,首?特?市,?路?,?路1.2.3.4街洞,02-3673-0323,http://www.yoosfamily.com,Y ,126.9912619,37.5765847
290,BE_IW10-0202,1M?典??大?,首?特?市,?路?,梨花洞,"02-766-0884, 743-5001",http://www.playingcenter.com/03_G_10.htm,Y ,127.0037106,37.5836832
291,BE_IW10-0203,SM明星大?,首?特?市,?路?,梨花洞,"02-747-2070, 2090",,Y ,127.003714,37.5816082
292,BE_IW10-0204,PMC大?路自由??,首?特?市,?路?,梨花洞,02-739-8288,http://www.i-pmc.co.kr/theaterinfo/free.asp,Y ,127.0036117,37.5827718
293,BE_IW10-0205,?廊정美소,首?特?市,?路?,梨花洞,02-743-5378,http://www.galleryjungmiso.com,Y ,127.0047288,37.5782411
294,BE_IW10-0206,空??,首?特?市,?路?,?化洞,02-765-1883,http://cafe.naver.com/spacelou,Y ,126.9990421,37.5824099
295,BE_IW10-0207,金?淑展示屋,首?特?市,?路?,梨花洞,02-3675-4675,,Y ,127.0025796,37.5765253
296,BE_IW10-0208,口香糖??大?,首?特?市,?路?,梨花洞,02-766-2022,http://www.ggumart.com,Y ,127.0021477,37.582714
297,BE_IW10-0209,?山??,首?特?市,?路?,?化洞,02-3676-5551,,Y ,127.0025623,37.5836856
298,BE_IW10-0210,??特???,首?特?市,?路?,?路1.2.3.4街洞,02-766-2555,,Y ,127.0005765,37.5837647
299,BE_IW10-0211,?????,首?特?市,?路?,?化洞,02-745-8960,http://blog.naver.com/ellip77?Redirect=Log&logNo=60050220660,Y ,126.9969592,37.58307
300,BE_IW10-0212,??演技??1?，2?,首?特?市,?路?,梨花洞,02-747-4702,,Y ,127.0025176,37.5822992
301,BE_IW10-0213,??文化中心,首?特?市,?路?,梨花洞,02-744-0456,,Y ,127.0034997,37.5801274
302,BE_IW10-0214,美???,首?特?市,?路?,梨花洞,02-946-0502,,Y ,127.0000335,37.5847132
303,BE_IW10-0215,弦?????（大??，小??）,首?特?市,?路?,梨花洞,02-760-4840~3,http://artstheater.arko.or.kr,Y ,127.002897,37.5799333
304,BE_IW10-0216,弦?美??,首?特?市,?路?,梨花洞,02-760-4850~2,http://www.arkoartcenter.or.kr,Y ,127.002897,37.5799333
305,BE_IW10-0217,Theatre the Other ??,首?特?市,?路?,梨花洞,02-742-1602,,Y ,127.0034997,37.5801274
306,BE_IW10-0218,SH??,首?特?市,?路?,梨花洞,02-747-2265~6,http://www.theatersh.com,Y ,127.0034928,37.5799234
307,BE_IW10-0219,Inkel Art Hall??,首?特?市,?路?,?化洞,02-741-0251,http://www.inkelarthall.com,Y ,127.0000193,37.5837064
308,BE_IW10-0220,Ina小??,首?特?市,?路?,?化洞,02-763-2151,http://cafe.daum.net/inatheater,Y ,127.0005825,37.5839131
309,BE_IW10-0221,Yiang?廊,首?特?市,?路?,?化洞,02-3672-0201,http://www.galleryiang.com,Y ,127.0020828,37.5842584
310,BE_IW10-0222,Erang??,首?特?市,?路?,梨花洞,02-766-1717,http://erang.naool.com,Y ,127.0042836,37.5797085
311,BE_IW10-0223,??博物?,首?特?市,?路?,梨花洞,02-2072-2635,http://www.medicalmuseum.org,Y ,126.9991995,37.5769331
312,BE_IW10-0224,?想空?（三角，方形，?形??）,首?特?市,?路?,?化洞,02-763-1355,www.wonderspace.co.kr/,Y ,127.0023442,37.5846227
313,BE_IW10-0225,又石???目??,首?特?市,?路?,?化洞,02-765-7501,http://edu.woosuk.ac.kr/~theater/theater/wcome.htm,Y ,126.9973146,37.5843775
314,BE_IW10-0226,????,首?特?市,?路?,梨花洞,02-744-7871,http://www.yechong.or.kr/,Y ,127.002392,37.5812068
315,BE_IW10-0227,?????和水,首?特?市,?路?,?化洞,02-745-2124,http://www.treeandwater.com,Y ,127.0003603,37.584876
316,BE_IW10-0228,肖???1?，2?,首?特?市,?路?,梨花洞,02-744-2588,http://www.showtic.co.kr/,Y ,127.0030548,37.5830151
317,BE_IW10-0229,?熙小??,首?特?市,?路?,梨花洞,02-743-1974,http://cafe.daum.net/stagehwanhui,Y ,126.9996944,37.584735
318,BE_IW10-0230,?싲?小??,首?特?市,?路?,社稷洞,02-2677-1918,,Y ,127.0008036,37.5843532
319,BE_IW10-0231,hummings??,首?特?市,?路?,梨花洞,02-764-8760,,Y ,127.0024462,37.582508
320,BE_IW10-0233,??小??,首?特?市,?路?,?化洞,02-766-7010,http://www.haneol.net/,Y ,126.9985235,37.5847055
321,BE_IW10-0234,???目??,首?特?市,?路?,?化洞,02-764-6460,,Y ,127.0019925,37.5839674
322,BE_IW10-0235,??文化??委??美??,首?特?市,?路?,梨花洞,"02-760-4500, 4600",http://www.arko.or.kr,Y ,127.0029704,37.5811989
323,BE_IW10-0236,?色?田,首?特?市,?路?,梨花洞,02-763-8233,http://www.hakchon.co.kr/,Y ,127.0037202,37.5820901
324,BE_IW10-0237,?色?田,首?特?市,?路?,梨花洞,02-763-8233,http://www.hakchon.co.kr/,Y ,127.0030779,37.5839027
325,BE_IW10-0238,?崇舞台小??,首?特?市,?路?,?化洞,02-763-3396,http://club.cyworld.com/club/main/club_main.asp?club_id=50494709,Y ,127.0005348,37.5864953
326,BE_IW10-0239,?崇??,首?特?市,?路?,?化洞,02-745-0011,,Y ,127.0009638,37.5841497
327,BE_IW10-0240,?德女大公演??中心大??,首?特?市,?路?,梨花洞,02-940-4578,,Y ,127.0033277,37.5837434
328,BE_IW10-0241,The Good??,首?特?市,?路?,?化洞,02-741-7251,http://cafe.daum.net/theaterill,Y ,127.0019925,37.5839674
329,BE_IW10-0242,大?路友利??,首?特?市,?路?,梨花洞,02-745-0308,http://www.jtculture.com/theater01.htm,Y ,127.0025176,37.5822992
330,BE_IW10-0566,首??象??天台,首?特?市,?路?,嘉?洞,,,Y ,126.9880143,37.5780886
331,BE_IW10-0029,北村【MBC???‘那女人?漂亮’(2015)],首?特?市,?路?,嘉?洞,,http://www.imbc.com/broad/tv/drama/she/index.html,Y ,126.9832136,37.5831181
332,BE_IW10-0030,宋的?房【MBC???‘Trifle’（2009）】,首?特?市,?路?,付岩洞,02-395-1713,http://www.imbc.com/broad/tv/drama/triple/ ,Y ,126.9601611,37.6006352
333,BE_IW10-0031,?人尹?柱之丘【MBC???‘命?注定我??’(2014)] ,首?特?市,?路?,?云孝子洞,,http://www.imbc.com/broad/tv/drama/dlove/ ,Y ,126.9668414,37.5919912
334,BE_IW10-0032,??莫?【MBC???‘最高的?’（2011）】,首?特?市,?路?,平?洞,,http://www.imbc.com/broad/tv/drama/greatestlove/ ,Y ,126.974791,37.6123885
335,BE_IW10-0033,白石洞2街31【?影‘??’（2012）】,首?特?市,?路?,付岩洞,,,Y ,126.9698026,37.5984038
336,BE_IW10-0034,景福?香?亭【MBC?抱太?的月亮（2012）】,首?特?市,?路?,?云孝子洞,,http://www.imbc.com/broad/tv/drama/sunNmoon ,Y ,126.9769632,37.5806903
337,BE_IW10-0035,?山公?【MBC The King Tow Hearts(2012)],首?特?市,?路?,梨花洞,,http://www.imbc.com/broad/tv/drama/king2hearts ,Y ,127.004494,37.5838167
338,BE_IW10-0036,Pastel de Nata[SBS ?承者(2013),首?特?市,?路?,三?洞,,,Y ,126.9837107,37.5773893
339,BE_IW10-0037,?林茶房【SBS?自星星的?（2013）】,首?特?市,?路?,?化洞,,http://program.sbs.co.kr/builder/programMainList.do?pgm_id=22000001041,Y ,127.0016508,37.58193
340,BE_IW10-0038,?云公?【SBS???‘那年冬天?起’（2013）】,首?特?市,?路?,?云孝子洞,,http://baramibunda.sbs.co.kr/,Y ,126.9664689,37.5907647
341,BE_IW10-0039,付岩洞【SBS???‘?大的??’（2009）】,首?特?市,?路?,付岩洞,,http://tv.sbs.co.kr/usan/ ,Y ,126.9640471,37.5924399
342,BE_IW10-0040,景福?，一民美??【?影‘介?我的女朋友’2004】,首?特?市,?路?,社稷洞,,,Y ,126.9776683,37.5695517
343,BE_IW10-0041,?山公?和昌信洞??APT周?【KBS???‘富人的?生’2010】,首?特?市,?路?,昌信3洞,,,Y ,127.0140195,37.5805173
344,BE_IW10-0042,?色房子【SBS???‘秘密花?’(2010)],首?特?市,?路?,平?洞,,http://tv.sbs.co.kr/secretgarden/,Y ,126.9705299,37.610502
345,BE_IW10-0043,桂洞街【MBC一?一?亮晶晶（2011）】,首?特?市,?路?,嘉?洞,,http://www.imbc.com/broad/tv/drama/shining,Y ,126.9866683,37.5803116
346,BE_IW10-0044,梨花洞壁?村【SBS‘屋塔房王世子’（2012）】,首?特?市,?路?,梨花洞,,http://tv.sbs.co.kr/okprince/ ,Y ,127.0072663,37.5781516
347,BE_IW10-0045,大五?店【KBS???'??‘（2013）】,首?特?市,?路?,?云孝子洞,,,Y ,126.9693362,37.5797358
348,BE_IW10-0046,金?瑛美??【MBC???’最高的?‘（2011）】,首?特?市,?路?,平?洞,02-3217-6484 ,http://www.imbc.com/broad/tv/drama/greatestlove/ ,Y ,126.9776575,37.6130429
349,BE_IW10-0047,三?公?{SBS???’?自星星的?（2013）】,首?特?市,?路?,三?洞,,http://program.sbs.co.kr/builder/programMainList.do?pgm_id=22000001041,Y ,126.9808095,37.5885407
350,BE_IW10-0048,白石洞路124【MBC???‘丑?’（2013）】,首?特?市,?路?,付岩洞,,http://www.imbc.com/broad/tv/drama/scd/ ,Y ,126.9693549,37.5959344
351,BE_IW10-0490,嘉?洞李俊九故居,首?特?市,?路?,嘉?洞,,,Y ,126.9837718,37.5836876
376,BE_IW10-0912,警察博物?,首?特?市,?路?,社稷洞,02-3150-3681,http://www.policemuseum.go.kr,Y ,126.9696697,37.5690134
377,BE_IW10-0913,首??史博物?,首?特?市,?路?,社稷洞,,http://www.museum.seoul.kr,Y ,126.9688348,37.5707649
379,BE_IW10-0915,省谷美??,首?特?市,?路?,社稷洞,02-737-7650,http://www.sungkokmuseum.com,Y ,126.9700536,37.5735038
380,BE_IW10-0916,金?瑛美??,首?特?市,?路?,平?洞,02-3217-6484,http://www.kimchongyung.com,Y ,126.9776575,37.6130429
381,BE_IW10-0917,KiMi??,首?特?市,?路?,平?洞,02-394-6411,,Y ,126.9743334,37.6129684
382,BE_IW10-0918,?仁文??,首?特?市,?路?,平?洞,02-379-3182,,Y ,126.9717407,37.6119149
383,BE_IW10-0919,和庭博物?,首?特?市,?路?,平?洞,02-2075-0114,http://www.hjmuseum.or.kr/museum/main.asp,Y ,126.9659835,37.6046315
384,BE_IW10-0920,世宗故事，忠武公故事,首?特?市,?路?,社稷洞,02-399-1114,http://yisunshinstory.or.kr,Y ,126.9760754,37.5722306
385,BE_IW10-0921,大?民??史博物?,首?特?市,?路?,社稷洞,02-3703-9200,http://www.much.go.kr,Y ,126.9779223,37.5739219
386,BE_IW10-0922,大林美??,首?特?市,?路?,社稷洞,02-720-0667,http://www.daelimmuseum.org/index.do,Y ,126.9733074,37.5774958
389,BE_IW10-0925,祥明大?博物?,首?特?市,?路?,平?洞,,http://museum.smu.ac.kr,Y ,126.975966,37.6105555
390,BE_IW10-0926,迦那??中心,首?特?市,?路?,平?洞,,http://www.ganaart.com,Y ,126.9751895,37.612236
391,BE_IW10-0927,Total(?)美??,首?特?市,?路?,平?洞,,http://www.totalmuseum.org,Y ,126.9757439,37.6121142
421,BE_IW10-0957,?路文化院,首?特?市,?路?,?路1.2.3.4街洞,02-2148-4087~8,,Y ,126.9803164,37.5760934
422,BE_IW10-0958,世宗文化??,首?特?市,?路?,社稷洞,02-399-1111,http://www.sejongpac.or.kr/,Y ,126.9760754,37.5722306
423,BE_IW10-0959,??民俗博物?,首?特?市,?路?,嘉?洞,02-766-6000,,Y ,126.989118,37.5791366
424,BE_IW10-0960,高??故居,首?特?市,?路?,嘉?洞,02-2148-4165,,Y ,126.9889583,37.5831391
425,BE_IW10-0961,??洙 刺?博物?,首?特?市,?路?,嘉?洞,,http://www.hansangsoo.com,Y ,126.9856526,37.5827384
426,BE_IW10-0962,北村博物?,首?特?市,?路?,嘉?洞,02-766-8402,blog.naver.com/bukchon_art,Y ,126.9846114,37.5800058
427,BE_IW10-0963,ARARIO Museum In Space,首?特?市,?路?,嘉?洞,02-736-5700,http://www.arariomuseum.org/main.php,Y ,126.9883535,37.5778587
428,BE_IW10-0964,嘉?民?博物? ,首?特?市,?路?,嘉?洞,,,Y ,126.9856623,37.5821369
429,BE_IW10-0965,?林博物?,首?特?市,?路?,嘉?洞,02-3673-2778,,Y ,126.9856211,37.5817921
430,BE_IW10-0966,名人博物?,首?特?市,?路?,嘉?洞,02-766-0272,,Y ,126.9860057,37.5775225
431,BE_IW10-0967,?起美??,首?特?市,?路?,付岩洞,02-391-7701,htp://www.whankimuseum.org,Y ,126.9664362,37.5944071
432,BE_IW10-0968,ZaHa(紫霞)美??,首?特?市,?路?,付岩洞,02-395-3222,http://www.zahamuseum.com,Y ,126.9603349,37.5893894
433,BE_IW10-0969,柳琴瓦?博物?,首?特?市,?路?,付岩洞,02-394-3451,http://www.yoogeum.org,Y ,126.9626533,37.5936708
434,BE_IW10-0970,首?美??,首?特?市,?路?,付岩洞,02-395-0100,,Y ,126.9623571,37.5950336
435,BE_IW10-0971,安息博物?,首?特?市,?路?,付岩洞,02-396-9277,http://www.shuim.org,Y ,126.9556804,37.5995016
436,BE_IW10-0972,木偶博物?,首?特?市,?路?,梨花洞,02-766-3315,http://www.kokdumuseum.com,Y ,127.0037106,37.5836832
437,BE_IW10-0973,弦?美??,首?特?市,?路?,梨花洞,02-760-4850~3,http://www.arkoartcenter.or.kr,Y ,127.002897,37.5799333
438,BE_IW10-0974,?博物?,首?特?市,?路?,梨花洞,02-766-6494,http:// www.lockmuseum.co.kr,Y ,127.0046646,37.5798116
439,BE_IW10-0975,??博物?,首?特?市,?路?,梨花洞,02-2072-2636,http://www.medicalmuseum.org,Y ,127.0006005,37.5805685
440,BE_IW10-0976,?勉故居,首?特?市,?路?,?化洞,,,Y ,126.9996628,37.5875716
441,BE_IW10-0765,北?山??王巡狩碑址,首?特?市,?路?,平?洞,,,Y ,126.955532,37.6238013
442,BE_IW10-0766,首?高宗御?40年???念碑,首?特?市,?路?,社稷洞,,,Y ,126.9775912,37.5705151
443,BE_IW10-0767,?忠正公,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9826182,37.5744559
445,BE_IW10-0769,廉?燮先生?像,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.977675,37.570053
446,BE_IW10-0770,崔珪植?像,首?特?市,?路?,?云孝子洞,,,Y ,126.9693998,37.5907634
447,BE_IW10-0771,李商在先生?像,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.977675,37.570053
448,BE_IW10-0772,?秉熙先生,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.988348,37.571206
449,BE_IW10-0773,沃坡李?一先生?像,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.9811467,37.5738539
450,BE_IW10-0774,栗谷李珥先生?像,首?特?市,?路?,社稷洞,,,Y ,126.9655759,37.572297
451,BE_IW10-0775,烈士金相玉?像,首?特?市,?路?,梨花洞,,,Y ,127.002437,37.5809403
453,BE_IW10-0777,首???寺十?石塔,首?特?市,?路?,社稷洞,,,Y ,126.9842159,37.571359
454,BE_IW10-0778,3.1?立?念塔,首?特?市,?路?,?路1.2.3.4街洞,,,Y ,126.988348,37.571206
455,BE_IW10-0779,申?任堂?像,首?特?市,?路?,社稷洞,,,Y ,126.9655759,37.572297
456,BE_IW10-0780,李舜臣??,首?特?市,?路?,?云孝子洞,,,Y ,126.9767571,37.5802853
457,BE_IW10-0781,首?弘?洞五?石塔,首?特?市,?路?,?云孝子洞,,,Y ,126.9767743,37.5866061
458,BE_IW10-0782,葛?寺三?石塔,首?特?市,?路?,?云孝子洞,,,Y ,126.9767743,37.5866061
564,BE_IW10-0977,草?生活史博物?,首?特?市,?路?,?化洞,02-743-8787,http://www.zipul.com,Y ,126.9998511,37.5849195
565,BE_IW10-0978,?代史博物?,首?特?市,?路?,?化洞,,http://www.poem.ac,Y ,126.9989147,37.5865497
566,BE_IW10-0979,?戊淑文??,首?特?市,?路?,?化洞,02-762-3093,http://www.hahnmoosook.com,Y ,126.9985908,37.5877952
567,BE_IW10-0980,首??育博物?,首?特?市,?路?,三?洞,02-2011-5780,http://www.edumuseum.sen.go.kr,Y ,126.9832525,37.579777
568,BE_IW10-0981,世界씉?品博物?,首?特?市,?路?,三?洞,02-730-1610,http://www.wjmuseum.com,Y ,126.9818197,37.5809883
569,BE_IW10-0982,北村生活史博物?,首?特?市,?路?,三?洞,02-736-3957,http://www.bomulgun.com,Y ,126.981996,37.5824258
570,BE_IW10-0983,?洋文化博物?,首?特?市,?路?,三?洞,02-486-0191,http://www.dymuseum.com,Y ,126.983363,37.5840319
571,BE_IW10-0984,?立民俗博物?,首?特?市,?路?,?云孝子洞,02-3704-3114,http://www.nfm.go.kr,Y ,126.9792284,37.5789315
572,BE_IW10-0985,北村?洋文化博物?,首?特?市,?路?,三?洞,02-723-0190,http://www.dymuseum.com,Y ,126.9835526,37.5838767
573,BE_IW10-0986,世界씉?品博物?,首?特?市,?路?,三?洞,02-730-1610,http://www.wjmuseum.com,Y ,126.9818118,37.5809802
574,BE_IW10-0987,?立?代美?? 首??,首?特?市,?路?,三?洞,02-370-1500,http://www.mmca.go.kr,Y ,126.981863,37.586577
575,BE_IW10-0988,猫??博物?,首?特?市,?路?,三?洞,02-3210-2902,http://www.owlmuseum.co.kr,Y ,126.982947,37.5870892
576,BE_IW10-0989,北村文化中心,首?特?市,?路?,嘉?洞,02-2133-1371,http://bukchon.seoul.go.kr,Y ,126.9862703,37.5790851
577,BE_IW10-0990,（好）公演指南中心,首?特?市,?路?,梨花洞,1599-7838,,Y ,127.0025153,37.580334
578,BE_IW10-0991,首?演?中心,首?特?市,?路?,?化洞,02-1599-7838,www.e-stc.or.kr,Y ,127.0013295,37.5834282
579,BE_IW10-0992,大?路?票?,首?特?市,?路?,梨花洞,,http://대학로티켓.com,Y ,127.0041553,37.5807613
580,BE_IW10-0993,??洙刺?博物?,首?特?市,?路?,嘉?洞,,http://www.hansangsoo.com,Y ,126.9856578,37.5827349
581,BE_IW10-0994,嘉?民?博物? ,首?特?市,?路?,嘉?洞,,www.gahoemuseum.org/,Y ,126.985625,37.5821333
582,BE_IW10-0995,?林博物?,首?特?市,?路?,嘉?洞,02-3673-2778,http://shimyoungmi.com/,Y ,126.9856168,37.5818022
583,BE_IW10-0996,信息中心,首?特?市,?路?,嘉?洞,02-736-5700,http://www.arariomuseum.org/main.php,Y ,126.9883535,37.5778587
584,BE_IW10-0997,高??故居,首?特?市,?路?,嘉?洞,02-2148-4165  ,,Y ,126.9889494,37.5831289
585,BE_IW10-0998,北村博物?,首?特?市,?路?,嘉?洞,02-766-8402,blog.naver.com/bukchon_art,Y ,126.9846114,37.5800058
586,BE_IW10-0999,??民俗博物?,首?特?市,?路?,嘉?洞,02-766-6000,,Y ,126.988909,37.5808302
587,BE_IW10-1000,名人博物?,首?特?市,?路?,嘉?洞,02-766-0272,http://www.myeonginmuseum.com/,Y ,126.985201,37.5801787
588,BE_IW10-1001,??尼矣公?（七??公?）,首?特?市,?路?,梨花洞,02-2148-1114,http://www.visitseoul.net/kr/article/article.do?_method=view&m=0004003002017&p=03&art_id=501&lang=kr,Y ,127.0027269,37.5805221
